title,press,date,summary,url
수입차 구입가격 8년만에 하락...'연두색 번호판' 효과일까,뉴시안,2025-02-05,지난해부터 법인 업무용 승용차를 신규·변경 등록할 경우 취득가액이 8000만원 이상이면 '연두색 번호판'을 부착해야 한다. [사진=뉴시스] ［뉴시안= 이태영 기자］지난해 국내 소비자가 수입차를 살 때 지불한 구입가격이 8년 만에 하락했다. 국산차 구입가격은 소폭 상승했음에도 수입차는 20'15년...,http://www.newsian.co.kr/news/articleView.html?idxno=76721
"'1억 초과' 고가 수입차, 8년 만에 판매 감소…경기침체·연두색 번호판 영향",지피코리아,2025-02-02,판매 감소 원인으로는 지난해부터 고가 법인차에 적용을 시작한 '연두색 번호판'과 경기침체가 꼽힌다. 2일 한국수입자동차협회(KAIDA)에 따르면 지난해 1억원 이상 수입차 판매량은 총 6만2520대로 전년 대비 20.1% 감소했다. 이는 2016년 이후 처음으로 고가 수입차 판매량이 전년 대비 마이너스 성장을...,https://www.gpkorea.com/news/articleView.html?idxno=124546
"연두색 번호판 창피해서 못 탄다?…1억 이상 수입차 판매량, 결국",조선일보,2025-01-28,"경기 침체와 법인차의 연두색 번호판 부착 등이 원인으로 지목됐다. 28일 한국수입자동차협회(KAIDA)에 따르면 작년 1~12월 1억원이 넘는 수입차는 총 6만2520대가 판매됐다. 이는 전년(7만8208대) 대비 20.1% 감소한 수치다. 1억원 이상 고가 수입차 판매량은 해마다 늘어왔는데, 전년 대비 마이너스로 돌아선...",https://www.chosun.com/economy/economy_general/2025/01/28/FXUVCK5BXRBB5N6XQBFXYFPDYE/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
"[1년전 오늘] '연두색 번호판' 시행 앞두고··· 지난해 3억이상 법인차, 전년 대비 58.4%↑",전국매일신문,2025-01-13,"2024년 1월 13일 '연두색 번호판' 시행 앞두고··· 지난해 3억이상 법인차, 전년 대비 58.4%↑​​​ 지난 2024년 1월 13일은 두가지 키워드로 정리할 수 있다. 바로 '법인차'와 '연두색 번호판'이다. 8천만 원 넘는 법인승용차 '연두색 번호판' 부착한다. [연합뉴스] ● 2018년 357대→지난해 1천858대...",https://www.jeonmae.co.kr/news/articleView.html?idxno=1110413
"억대 외제차 판매 부진… ""연두색 번호판 법인車 기피 영향""",파이낸셜뉴스,2025-01-12,"특히 법인 구매차량이 크게 줄었는데, 전문가들은 경기침체 장기화와 '연두색 번호판' 등이 영향을 준 것으로 분석하고 있다. '한국 독주'를 이어가는 BMW와 '아날로그 강자' 렉서스 등을 제외하면 사실상 대부분 브랜드에서 판매가 감소했다. 12일 업계에 따르면 지난해 국내 등록된 1억원 이상 수입차는...",http://www.fnnews.com/news/202501121815586588
‘고가 수입 법인차’ 8년만 감소세 전환…연두색 번호판 영향,이투데이,2024-12-28,이투데이=강문정 기자 | 올해 1억 넘는 수입 법인차 판매 28.3% 감소 2016년 이후 8년 만에 감소세로 돌아설 듯 고가 법인차 연두색 번호판 부착 영향으로 풀이 수입차 시장 규모도 전년 대비 소폭 감소할 전망 올해 1억 원이 넘는 고가 수입 법인차 판매가 8년 만에 감소세로 돌아설 전망이다. 올해부터...,https://www.etoday.co.kr/news/view/2430964
경기침체·연두색 번호판 도입에···1억원 이상 고가 수입차 판매량 8년 만 감소,투데이코리아,2025-01-29,"투데이코리아=김준혁 기자 | 2024년 고가 수입차의 판매량이 경기 침체, 연두색 번호판 도입 등 영향에 8년 만에 처음으로 줄었다. 29일 한국수입자동차협회(KAIDA)에 따르면, 지난해 1억원 이상 수입차의 판매 대수는 6만2520대로 전년(7만8208대) 대비 20.1% 줄었다. 1억원 이상 고가 수입차 판매가 감소한...",http://www.todaykorea.co.kr/news/articleView.html?idxno=325212
'연두색 번호판'에도 10% 이상 판매 증가한 슈퍼카,아시아투데이,2025-01-17,특히 우루스 모델이 출시된 2019년부터 가파른 상승 곡선을 그리고 있는 람보르기니는 최대 실적을 경신했다.지난해부터 법인 명의로 8000만원 이상의 차량을 구매할 경우 이른바 '연두색 번호판'을 장착해 슈퍼카와 럭셔리카 브랜드들이 타격을 입을 것으로 예상됐다. 하지만 슈퍼카들은 고액 자산가와...,https://www.asiatoday.co.kr/view.php?key=20250116010008997
"모경종 의원 , ‘ 연두색 번호판 ’ 회피 꼼수방지 법안 발의",베타뉴스,2024-12-20,"© 모경종 의원실 모경종 더불어민주앙 의원은 연두색 번호판 회피를 방지하기 위한 '자동차관리법 일부개정안'을 대표발의 했다고 20일 밝혔다 . 올해 1 월 1 일부터 8,000 만원 이상 고가차량을 법인 명의로 등록할 경우 연두색 번호판을 부착해야 한다 . 고가의 차량을 법인 명의로 등록하여 세제 혜택을...",http://www.betanews.net:8080/article/1482370.html
허세의 '하차감'보다는 진정한 자신감의 '승차감' 느껴야,글로벌이코노믹,2025-04-07,"업계에서는 그 원인의 하나로 법인차의 연두색 번호판 부착을 꼽았다. 한 업계 관계자는 “고가 수입차를 구매하는 이들은 자동차를 과시의 한 수단으로 생각하는 만큼, 법인차로 구매했다는 사실이 드러날 경우 눈총을 받을 것을 우려해” 판매가 줄었다고 말했다. 다른 사람들의 눈총을 우려할 수도 있지만...",http://www.g-enews.com/ko-kr/news/article/news_all/202503111025401659e250e8e188_1/article.html
“꼼수 막자”… 연두색 번호판 기준에 시가표준액·보험기준가액 ‘보조지표’ 활용 추진,조선비즈,2024-11-27,행안부·보험개발원·국세청 등 관계기관 협의 나선 국토부 취득가액에 덧대 검증할 수 있는 보조 지표 고심 중 ‘다운 계약’ 성행하자 상반기 법인 차량 대상 전수조사 국토교통부가 법인 차량에 부착하는 연두색 번호판의 등록 기준으로 기존의 취득가액 외에 보험 가입 시 차량기준가액(보험기준가액)과...,https://biz.chosun.com/policy/policy_sub/2024/11/27/36ANO3DKRVEJTJG2PA7KENZA2Q/?utm_source=naver&utm_medium=original&utm_campaign=biz
‘연두색 번호판’ 회피 꼼수 법인차 키운 허술한 신고체계,조선비즈언론사 선정,2024-11-19,"거짓으로 취득가 낮춰 신고해도 못 걸러내 국토부 “다운계약서 걸러 낼 방안 강구 중” 정부가 고가 법인차에 연두색 번호판을 달지 않기 위해 꼼수를 쓴 법인이 있는지 전수 조사에 착수한 가운데, 허술한 취득가 신고제도가 이런 편법을 부추긴다는 지적이 나온다. 올해 1월 1일부터 ‘8000만원...",https://biz.chosun.com/industry/car/2024/11/19/2GANQW5WB5FVHE2OEGBLOWZR24/?utm_source=naver&utm_medium=original&utm_campaign=biz
[새문안通] 연두색 번호판 “찜찜합니까?”,브릿지경제,2024-11-12,"연두색 번호판 부착 기준인 8000만원 이상 고가 차량을 회삿돈으로 사면서 실 계약서에는 낮은 가격을 적어낸다. 차액은 증거가 남지 않는 현금으로 지불하는 이른바 ‘다운 계약’이 성행하고 있다. #2. 수억 원이 넘는 수입차를 개인적으로 쓰고, 심지어 가족이 한 대씩 나눠 타며 각종 혜택을 독식한다. 개인...",https://www.viva100.com/article/20241111501139
"고가 법인차, 연두색 번호판 피하려 8000만원 이하 ‘다운 계약’ 기승 부린다",세계일보언론사 선정,2024-11-11,"법인차 연두색 번호판 회피 꼼수 성행…“국토부, 전수조사 착수” 올해 초부터 법인 명의로 신규·변경 등록되는 8000만 원 이상의 고가 승용차에 적용되는 연두색 번호판 부착을 회피하려는 편법이 등장하자, 국토교통부는 이에 대응해 법인차 등록 실태 전수 조사를 시작했다. 이는 사적인 용도로...",http://www.segye.com/newsView/20241110510026?OutUrl=naver
"'연두색 번호판' 안 달려 꼼수 썼나…국토부, 법인차 전수조사 착수",연합뉴스언론사 선정,2024-11-10,법인차 취득·기준가격 비교해 차이 크면 과세당국·경찰 인계 올해 초부터 신규·변경 등록하는 8천만원 이상의 법인 승용차에 적용되는 연두색 번호판 부착을 회피하려는 '꼼수'가 등장하자 소관 부서인 국토교통부가 올해 법인차 등록 건수에 대한 전수 조사에 착수했다. 세금 혜택을 받는 고가의...,https://www.yna.co.kr/view/AKR20241108152400003?input=1195m
연두색 번호판 달자 고가 법인차 등록 ‘뚝’… 사적 사용 ‘자율규제’ 선도자 [폴리시 메이커],서울신문언론사 선정,2024-10-23,“법인 승용차의 사적 사용을 차단하기 위해 일반 번호판과 구분되는 연두색 번호판을 달도록 하자 올해 들어 고가 법인차 등록 대수가 뚝 떨어졌습니다. 지난달까지 법인차 1만 7000여대가 연두색 번호판을 달았습니다.” 임월시(46·행시 47회) 국토교통부 자동차운영보험과장은 22일 ‘연두색 번호판’...,https://www.seoul.co.kr/news/publicnews/Public_IN/2024/10/23/20241023023002?wlog_tag3=naver
[다시 간다]“연두색 번호판 피하자”…꼼수에 탈세까지,채널A언론사 선정,2024-10-22,"고가의 법인차량은 연두색 번호판을 달도록 한 지 300일 가까이 됐습니다. 하지만, 이 번호판을 피하기 위한 각종 꼼수가 판을 치고 있는데요. 다시간다, 김태우 기자 실태를 고발합니다. [기자] 고가의 외제차를 법인차량으로 사서 개인 목적으로 쓰는 행태를 막기 위해 도입된 연두색 번호판. 제도 시행 300일을...",https://www.ichannela.com/news/main/news_detailPage.do?publishId=000000440045
"'연두색 번호판'에 쪼그라든 럭셔리카, '나만의 차'로 소비자 유혹",일간스포츠,2024-10-22,연두색 번호판 도입 이후 판매가 주춤한 수입 럭셔리카 브랜드들이 앞다퉈 '비스포크'(개인 맞춤형) 서비스를 선보이고 있다. 공장에서 찍어낸 똑같은 차가 아닌 남들과 다른 '특별한 차'를 소유하고 싶어 하는 고객들을 공략하겠다는 심산이다. 21일 한국수입자동차협회에 따르면 올해(1~9월) 신규 등록된...,https://isplus.com/article/view/isp202410210248
'연두색 번호판' 넘은 '초럭셔리카'…치열한 경쟁에 '삼각별'도 위기,전기신문,2024-10-31,수입차 시장이 '연두색 번호판'을 넘어서고 있다. 특히 고가 차량에서 다시 성장세를 되찾는 모습. 수입차 업계도 시장 공략을 강화하고 있다. 한국수입자동차협회(KAIDA)에 따르면 9월 1억5000만원 이상 차량 법인 판매량은 1927대로 전년(1848대)대비 증가했다. 올해 8000만원 고가 수입차에 연두색...,https://www.electimes.com/news/articleView.html?idxno=345218
연두색 번호판에 ‘쓴 맛’ 본 럭셔리카의 절치부심…전기차까지 들고 왔다[CarTalk],한국일보,2024-10-18,올해 경기 불황과 연두색 번호판 도입 등의 영향으로 판매가 주춤했던 유럽 럭셔리카 브랜드들이 금리 인하와 함께 내년 경기 회복을 기대하며 시동을 걸고 있다. 올해 극심한 보릿고개를 경험한 럭셔리 수입차 브랜드들이 속속 신차를 내놓으며 반등을 준비하고 있는 것이다. 올해 주요 럭셔리카...,https://www.hankookilbo.com/News/Read/A2024101715070004921?did=NA
연두색 법인차표지판 영향인가···작년 1억원대 수입차 판매 20% 감소,굿모닝경제,2025-02-21,경기 침체 장기화와 '연두색 번호판 부탁 의무화' 정책이 판매 감소에 영향을 미친 것으로 분석된다. 이에 수입차 브랜드들은 성능을 개선한 신차를 출시하며 정면 돌파하고 있다. ◇ 1년 새 고가 수입차 판매량 1만대 이상 줄어 21일 한국수입자동차협회(KAIDA)에 따르면 지난해 개인과 법인을...,https://www.goodkyung.com/news/articleView.html?idxno=258409
"""연두색 번호판 싫다""…다운 계약에 보험 바꿔치기 '꼼수' 만연",TV조선언론사 선정,2024-10-14,"운전하시다가 연두색 번호판을 단 차량 본 적 있으시죠. 고가의 법인차량인데, 번호판 색이 너무 튀어 꺼리는 사람들이 많다고 합니다. 문제는 이 번호판을 피하기 위해 각종 꼼수가 활개친다는 건데요, 김창섭 기자가 취재했습니다. [리포트] 비싼 외제차를 법인으로 등록해 사적으로 쓰지 못하도록...",https://news.tvchosun.com/site/data/html_dir/2024/10/14/2024101490018.html
"""연두색 번호판 싫다""…다운 계약·보험 바꿔치기 '꼼수' 만연",TV조선언론사 선정,2024-10-13,도로에서 연두색 번호판 차량을 종종 보게되는데 대부분 고가의 법인차량입니다. 사용자 중에는 번호판 색이 너무 튀어 꺼리는 경우가 많다고 하는데 문제는 이 번호판을 피하기 위해 각종 꼼수가 동원된다는 점입니다. 어떤 내용인지 김창섭 기자가 취재했습니다. [리포트] 비싼 외제차를 법인으로 등록해...,https://news.tvchosun.com/site/data/html_dir/2024/10/13/2024101390147.html
[굿모닝경제] 2천 원 미만 가을배추 풀려 / 차 할부 구입 조인다 / '연두색 번호판' 회피 조사,MBN,2024-11-11,------------- 8천만원 이상의 법인 승용차에 적용되는 연두색 번호판 부착을 회피하려는 '꼼수'가 등장하자 국토교통부가 전수 조사에 착수했습니다. 국토부는 연두색 번호판 부착을 피하기 위한 '다운 계약'이 성행하는 것으로 파악하고 법인 차량에 취득 가격과 기준 가역을 비교하는 작업을 최근...,http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=5071033
법인차 ‘연두색 번호판’회피 꼼수…탈세의혹까지 번져,글로벌이코노믹,2024-10-09,법인 차량을 무분별한 사용을 막기 위해 이를 구분하고자 올해 1월 1일부터 시행된 ‘연두색 번호판’ 제도를 회피하기 위한 불법 행위가 버젓이 자행되고 있어 대책 마련이 시급한 것으로 나타났다. 국민의힘 김은혜 의원(경기 분당을)은 국토교통부로부터 제출받은 자료를 분석한 결과 연두색 번호판을...,http://www.g-enews.com/ko-kr/news/article/news_all/202410091213028085a67d2c7d5a_1/article.html
"""법인차 연두색 번호판 회피 꼼수...탈세의혹까지 번져""",메트로신문,2024-10-08,"다운계약서에 이은 자동차보험 가입자 바꿔치기 수법까지 등장 차량 한 대에 대한 탈세의심액만 2200 만원 이상...탈세규모 가늠조차 어려워 김은혜 국민의힘 의원이 국토부로부터 제출받은 자료를 분석한 결과, 연두색 번호판을 피하기 위한 각종 수법들이 나타나고 있고 해당 수법들로 인한 탈세의심...",http://www.metroseoul.co.kr/article/20241008500338
"“이 차가 5,700만 원?”…‘연두색 번호판’ 피하려고 [잇슈 키워드]",KBS언론사 선정,2024-10-08,"요즘 도로에 연두색 번호판을 단 차들이 종종 보입니다. 올해부터 8천만 원이 넘는 법인 차는 연두색 번호판을 달아야 하는데요. 이걸 피하려는 편법과 꼼수가 판치고 있다고 합니다. 수법은 차량 등록 신고를 할 때 가격을 실제보다 낮게 적어내는 겁니다. 실제로, 2억 5천만 원짜리 수입차를 5천7백만 원에...",https://news.kbs.co.kr/news/pc/view/view.do?ncd=8076132&ref=A
법인차 '연두색 번호판' 회피 꼼수 만연.. 탈세 의혹까지,조세일보언론사 선정,2024-10-07,-B사 딜러와 김은혜 의원실 비서관 통화 내역 중 일부 발췌- 7일 국민의힘 김은혜 의원은 국토교통부로부터 제출받은 자료를 분석한 결과 연두색 번호판을 피하기 위한 각종 수법과 이 수법들로 인한 탈세의심 정황도 발견됐다고 밝혔다. 올해 상반기 등록된 법인차 중 수입차 수는 4만 7242대로 집계됐는데...,http://www.joseilbo.com/news/news_read.php?uid=527129&class=7&grp=
[동영상] BMW M8이 5700만원? 법인차 '연두색 번호판 꼼수',조세일보언론사 선정,2024-10-11,모든 법인 차에 적용되는 것은 아니고 가격이 8천만원 이상일 경우 연두색 번호판을 달아야 합니다. 하지만 이를 피하기 위해 다운 계약서를 작성하거나 자동차보험 가입자를 바꿔치기하는 등 꼼수가 생겨나고 있습니다. 10월 7일 국민의힘 김은혜 의원이 국토부로부터 제출받은 자료를 보면 올해 1월부터...,http://www.joseilbo.com/news/news_read.php?uid=527462&class=32&grp=
"대통령·총리 경호차, 법무장관 전용차는 ‘연두색 번호판’ 제외",국민일보,2024-09-19,"대통령과 국무총리의 경호 차량, 국회의장과 법무부 장관의 전용 차량은 8000만원이 넘어도 연두색 번호판 부착 의무 대상에서 빠진다. 경호 업무에 차질이 빚어질 수 있다는 이유다. 18일 국회 국토교통위원회 소속 이연희 더불어민주당 의원이 국토교통부에서 확보한 자료에 따르면 국토부는 지금까지...",https://www.kmib.co.kr/article/view.asp?arcid=1726644617&code=11151500&cp=nv
"대통령·총리 경호차, 법무장관 전용차는 ‘연두색 번호판’ 제외",국민일보,2024-09-18,"대통령과 국무총리의 경호 차량, 국회의장과 법무부 장관의 전용 차량은 8000만원이 넘어도 연두색 번호판 부착 의무 대상에서 빠진다. 경호 업무에 차질이 빚어질 수 있다는 이유다. 18일 국회 국토교통위원회 소속 이연희 더불어민주당 의원이 국토부에서 확보한 자료에 따르면 국토부는 지금까지 대통령경호처...",https://www.kmib.co.kr/article/view.asp?arcid=0020536435&code=61121111&cp=nv
"정부 VIP급 인사들 차량, ‘연두색 번호판’의무서 빠졌다, 누구누구?",문화일보언론사 선정,2024-09-17,"대통령·총리 경호차, 법무장관 전용차 등 제외 국회의장·대법관 전용차도 부착 제외 신청 허가 “이동경로 노출 및 경호업무 차질” 이유 국토교통부가 대통령경호처, 국회사무처, 국무조정실, 법원행정처, 법무부 등 5곳으로부터 받은 연두색 번호판 부착 제외 신청을 허가한 것으로 나타났다. 이들은 경호...",https://www.munhwa.com/news/view.html?no=2024091701039910274011
“연두색 번호판 싫어” 2억짜리 BMW 7000만원에 다운계약서 쓴 회장님,문화일보언론사 선정,2024-09-10,올 상반기 시중에 팔린 8000만 원 이상 법인 차량 중 연두색 번호판을 달지 않은 차가 전체의 3분의 1인 약 6000대에 달하는 것으로 나타났다. 차량의 일반 소비자가격은 8000만 원 이상이지만 이보다 싸게 샀다고 신고했기 때문이다. 이른바 ‘다운계약서’가 의심된다는 지적이 나온다. 10일 국회...,https://www.munhwa.com/news/view.html?no=2024091001039910018005
"2억 신차를 ""7000만원에 샀다""…연두색 번호판 피하려 이런 꼼수",중앙일보언론사 선정,2024-09-09,"올해 상반기 시중에 팔린 8000만원 이상 차량 중, 구매자가 법인인데도 연두색 번호판을 달지 않은 차가 6000대를 넘는 것으로 집계됐다. 이른바 '다운계약 꼼수 의심 차량'이다. 8일 중앙일보가 김은혜 국민의힘 의원(국회 국토교통위원회)실에 요청해 입수한 국토교통부의 ‘수입 법인 차 차량 모델 및...",https://www.joongang.co.kr/article/25276485
연두색 번호판 효과 ‘글쎄’…“꼼수로 흰색 번호판 달기도”,쿠키뉴스,2024-09-03,"올해 법인차 신차 등록 대수가 급감한 배경으로 ‘연두색 번호판’ 제도가 지목됐지만, 일각에서는 실제 효과는 미미하다는 의견이 제기됐다. 3일 카이즈유데이터연구소에 따르면 올해 1월부터 7월까지 법인차 신차등록 대수는 지난해 같은 기간 대비 27.7% 감소한 2만7400대를 기록했다. 이는 1만대가...",https://www.kukinews.com/article/view/kuk202409020178
"“외부 눈치 보이니까”…연두색 번호판 시행, 고가 관용차에 직격탄 [여車저車]",헤럴드경제,2024-09-02,"2일 카이즈유데이터연구소가 집계한 자료에 따르면 지난 1~7월 국내에서 등록된 8000만원 이상 연두색 번호판 부착 관용차 대수는 단 14대로 전년 같은 기간(22대) 대비 36.4% 감소했다. 같은 기간 자가용 관용차는 31.0% 줄어든 2만3007대, 택시 등 영업용은 3.1% 줄어든 4379대로 각각 나타났다. 일반적으로...",https://news.heraldcorp.com/view.php?ud=20240902050612
연두색 번호판의 굴욕…'회장님 차' 판매 급브레이크,머니S,2024-09-01,특히 연두색 번호판 제도가 시행되면서 법인차로 인기를 끌었던 대표 모델들의 판매량이 눈에 띄게 줄었다. 1일 카이즈유데이터연구소에 따르면 올해 1월부터 7월까지 법인차 신차 등록 대수는 지난해 같은 기간 대비 27.7% 감소한 2만7400대를 기록했다. 이는 1만대 이상 감소한 수치다. 업계에서는 법인차...,https://www.moneys.co.kr/article/2024083117220150841
"'연두색 번호판 효과""…'벤틀리·포르셰' 법인 등록 급감",연합뉴스TV,2024-08-31,"7,000만원에서 8,000만원 사이로 등록된 수입 법인 차 1,110대 가운데 실제 가격이 8,000만 원 넘는 차량은 912대에 달했습니다. 사실상 다운계약서를 쓴게 아니냐는 의심이 나와서, 모니터링 강화 등 허점을 보완해야 한다는 지적이 나옵니다. 연합뉴스TV 박효정입니다. (bako@yna.co.kr) #연두색번호판 #법인차 #국토부",http://www.yonhapnewstv.co.kr/MYH20240831009900641/?input=1825m
[경제쏙쏙] 사라진 슈퍼카·회장님차…연두색 번호판에 법인차 급감,연합뉴스TV,2024-08-30,"연두색 번호판이 도입되면서 고가 법인차 등록 대수가 크게 감소했다고 합니다. 특히 포르쉐의 감소세가 눈에 띈다고요. [기자] 네, 그렇습니다. 올해 들어 고가의 법인차 등록 대수가 작년과 비교해 크게 줄어든 것으로 나타났습니다. 카이즈유데이터연구소에 따르면 올해 1∼7월 8천만원 이상 법인차 등록...",http://www.yonhapnewstv.co.kr/MYH20240830015900641/?input=1825m
'연두색 번호판'은 창피했나…2024년 법인차 등록 1만대 '뚝',세계일보언론사 선정,2024-08-30,올해부터 8000만원 이상 고가 법인차에 ‘연두색 번호판’을 달도록 하면서 해당 차량 등록 대수가 30% 가까이 줄어든 것으로 나타났다. 특히 고가 브랜드의 판매량 감소세가 뚜렷해 제도 도입이 판매 감소에 영향을 미친 것으로 보인다. 30일 카이즈유데이터연구소에 따르면 올해 1월부터 7월까지...,http://www.segye.com/newsView/20240830505156?OutUrl=naver
올해 고가 법인차 신차 등록 급감 “연두색 번호판 효과”,이데일리,2024-08-29,올해 1월 1일부터 8000만원 이상인 법인 차량에 ‘연두색 번호판’을 부착하도록 한 제도 시행 이후 고가 법인차 등록 대수가 눈에 띄게 줄어든 것으로 나타났다. 29일 카이즈유데이터연구소에 따르면 올해 1~7월 8000만원 이상 법인차 신차등록 대수는 대수는 2만7400대로 지난해 같은 기간(1만506대)보다...,http://www.edaily.co.kr/news/newspath.asp?newsid=03152086638992240
오동운 공수처장이 타고 다니는 자동차의 번호판 색깔이 갑자기 바뀌었다 (이유),위키트리,2025-02-14,"지난해 1월부터 8000만원 이상 법인 차량에는 연두색 번호판을 부착해야 하지만, 공수처는 국토교통부와 협의를 거쳐 번호판 색상을 변경했다. 공수처 검사들은 지난달 18일 서울서부지법에서 윤석열 대통령의 구속영장 심사 후 차량을 타고 빠져나오던 중 시위대로부터 공격을 받았다. 당시 차량 타이어가...",https://www.wikitree.co.kr/articles/1025824
